0	8.4160024737464	0
0.61	8.4145346160964	5.1328661158188
1.22	8.4130667949413	10.263941489828
1.83	8.4115989194596	15.393226022611
2.44	8.4101309706729	20.520719568442
3.05	8.4086629229733	25.646421915069
3.66	8.4071947418067	30.770332755012
4.27	8.4057263805481	35.892451644941
4.88	8.4042577762849	41.01277794827
5.49	8.4027888441266	46.131310754255
6.1	8.4013194695275	51.248048764118
6.71	8.399849497927	56.36299013109
7.32	8.3983787207712	61.476132236045
7.93	8.3969068566511	66.587471373243
8.54	8.3954335258525	71.697002310781
9.15	8.393958216015	76.804717676537
9.76	8.3924802357957	81.910607101366
10.37	8.3909986523475	87.014656024843
10.98	8.3895122069586	92.116844032405
11.59	8.3880192012271	97.217142542222
12.2	8.3865173434809	102.31551159047
12.81	8.3850035415636	107.41189536743
13.42	8.3834736232623	112.50621602418
14.03	8.3819219591263	117.59836508654
14.64	8.3803409536216	122.68819156102
15.25	8.3787203587104	127.77548547033
15.86	8.3770463479696	132.8599550788
16.47	8.37530026787	137.94119541182
17.08	8.3734569539307	143.01864477314
17.69	8.3714824606462	148.09152472883
18.3	8.3693310020367	153.15875733727
18.91	8.3669408300446	158.21885109614
19.52	8.3642286851515	163.26974393416
20.13	8.3610823302855	168.30858730865
20.74	8.3573505163152	173.33144970838
21.35	8.3528295142819	178.33291012992
21.96	8.3472450736392	183.30550181712
22.57	8.3402283145275	188.23895305889
23.18	8.3312836257323	193.11915444447
23.79	8.3197461177697	197.92676014174
24.4	8.3047255929961	202.63530446911
25.01	8.2850332980432	207.20868278406
25.62	8.2590878721657	211.59783128488
26.23	8.2247953223091	215.73638130417
26.84	8.1794009775967	219.53512223869
27.45	8.1193118969675	222.87511157176
28.06	8.0398946503544	225.59944388895
28.67	7.9352625405623	227.50397703792
29.28	7.7980810115803	228.32781201907
29.89	7.6194392493578	227.7450391633
30.5	7.3888557710783	225.36010101789
31.11	7.0944963973174	220.70978292054
31.72	6.7236694357891	213.27479450323
32.33	6.2636114599701	202.50255850083
32.94	5.7024889310391	187.83998538843
33.55	5.030444775247	168.77142220954
34.16	4.2404656027806	144.85430499098
34.77	3.3288755864484	115.74500414081
35.38	2.2953721788532	81.210267687828
35.99	1.14265304041	41.124082924357
